Facility PK,FacilityName,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zipcode,Latitude,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
52681897,Bogata Latin Bistro,Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,141 5 Avenue,,Brooklyn,11217,40.678205072037,-73.979230005895,,You can find free safer sex products inside a Fishbowl located in the back outside of the restrooms of the Restaurant. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,true,,,306,39,13100,3019401,3009470011,BK37
52682186,Ritmos 60,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,32-17 Steinway Street,,Queens,11103,40.758498760516,-73.919364273126,,You can find free safer sex products inside a dispenser located downstairs by the restrooms of the Night Club. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,7:00 PM - 4:00 AM,7:00 PM - 4:00 AM,7:00 PM - 4:00 AM,7:00 PM - 4:00 AM,7:00 PM - 4:00 AM,7:00 PM - 4:00 AM,7:00 PM - 4:00 AM,true,false,false,,,401,26,15700,4011015,4006760040,QN70
52681870,Ambition Studios Barber (Formerly B&B Barbershop & My Gente Barbershop),Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,229 East 165 Street,,Bronx,10456,40.829872140701,-73.917788669252,,You can find free safer sex products inside a dispenser located in the front near the entrance of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,204,16,18101,2115819,2024510001,BX14
52682002,"Felo Barber Shop (Formerly Double ""R"" Barber Shop)",Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,37-66 103 Street,,Queens,11368,40.752756844919,-73.864199046706,,You can find free safer sex products inside a fishbowl located in the front of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,403,21,40500,4044238,4017680043,QN26
52681978,"District Office of NYC Council Member Rafael Salamanca, Jr.",Free Safer Sex Products,Condoms and Lubricant,,Government,NYC Council Member Office,1070 Southern Boulevard,,Bronx,10459,40.824948603054,-73.891916612901,(718) 402-6130,You can find free safer sex products inside a dispenser located in the reception area of the Government Building. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,<a href=https://council.nyc.gov/district-17/>Visit this organization's website</a>,202,17,12701,2006027,2027440001,BX27
52682213,The David Geffen Center for HIV Prevention and Health Education,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"224 West 29 Street,Ground Floor",,Manhattan,10001,40.748225839746,-73.993824864499,(212) 367-1100,You can find free safer sex products inside a dispenser/fishbowl located in the waiting room of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM,12:30 PM - 7:00 PM,,,true,true,true,,<a href=www.gmhc.org>Visit this organization's website</a>,105,3,9500,1014268,1007780052,MN17
52682066,Kings Tapas Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,70-04 Roosevelt Avenue,,Queens,11372,40.746421630173,-73.895346724788,,You can find free safer sex products in a fishbowl of this bar/lounge. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,true,,,402,26,26300,4030387,4013020025,QN63
52682227,THRIVE @ Brightpoint Health,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"328 East 150 Street,Ground Floor",,Bronx,10451,40.81750893116,-73.920423319579,917-471-4593,You can find free safer sex products inside a dispenser located in the back near the restroom of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,false,,,201,17,6500,2092166,2023310052,BX34
52682109,"Mixteca Organization, Inc.",Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"245 23 Street,2nd Floor",,Brooklyn,11215,40.659934820231,-73.994096181869,(718) 965-4795,Condoms (internal/external) & lubricant are available between the front entrance and stairs to the second floor of our community center. You can call (718) 965-4795 or email info@mixteca.org for more information.Los condones (internos / externos) y el lubricante están disponibles entre la entrada principal y las escaleras al segundo piso de nuestro centro comunitario. Puede llamar al (718) 965-4795 o enviar un correo electrónico a info@mixteca.org para obtener más información. <br><br>These fr,19000101000000.000000000,19000101000000.000000000,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 3:00 PM,,true,true,true,,,307,38,14500,3017611,3008990001,BK32
52682030,HASA Center #43  Kingsbridge Ctr,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,888 Garrison Avenue,,Bronx,10474,40.817249549627,-73.891867746951,,You can find free safer sex products inside a dispenser located in the waiting room of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,false,,,202,17,9300,2005939,2027390015,BX27
52682048,Housing Works Bookstore Cafe,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"126 Crosby Street,n/a",,Manhattan,10012,40.724489232058,-73.996453543067,212-334-3324,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 5:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 PM,false,false,false,,,102,1,4300,1007944,1005110012,MN24
52682155,Opportunities for a Better Tomorrow Innovation Lab  Att: Darrel Tiebout,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Youth Center,"87 35 Street,2nd Floor",,Brooklyn,11232,40.656495580033,-74.006498188771,(718) 801-8970,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,8:30 AM - 4:30 AM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,,,true,true,true,,,307,38,1800,3336900,3006870001,BK32
52681943,Columbia Research Unit,Free Safer Sex Products,Condoms and Lubricant,,Education,College/University,"180 Ft Washington Avenue,Suite HP-924",,Manhattan,10032,40.841395888357,-73.942567476835,212-342-0402,"24-hour access to our waiting area, where condoms, lube and information can be obtained free of charge.In addition to sharing free safer sex products, we conduct studies in hopes of developing an HIV vaccine among and for HIV-negative people and studies to improve the quality of life among and for people that live with HIV. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a",19000101000000.000000000,19000101000000.000000000,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,true,true,true,,,112,10,25100,1084386,1021380040,MN36
52682116,Mood Ring,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,1206 Myrtle Avenue,,Brooklyn,11221,40.697503558579,-73.930419588607,,You can find free safer sex products inside a fishbowl located on the bar at this Bar/Lounge. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,true,,,304,34,39300,,3,BK78
52681969,Davidson Community Center,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,2038 Davidson Avenue,,Bronx,10453,40.853530434427,-73.908740344457,(718) 731-6360,You can find free safer sex products inside a dispenser located in the front of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,10:00 AM - 4:00 PM,,true,true,true,,,205,14,24300,2008399,2028630028,BX36
52682085,Lisa's Unisex,Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,1683 Amsterdam Avenue,,Manhattan,10031,40.824084854487,-73.948428650499,,You can find free safer sex products inside a fishbowl located in the front of the Beauty Salon. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,true,,,109,7,22700,1061269,1020590001,MN04
52682005,Flaming Saddles,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,793 9 Avenue,,Manhattan,10019,40.765157770783,-73.987736827128,929-252-4617,You can find free safer sex products inside a fishbowl located behind bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,true,true,true,,,104,3,13300,1026751,1010620035,MN15
52681940,"Club Cumming, (Formerly  Eastern Bloc)",Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,505 East 6 Street,,Manhattan,10009,40.725297812109,-73.983541064415,,You can find free safer sex products inside a dispenser located in the back of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,103,2,3200,1005117,1004020063,MN22
52682137,NYC Corona Sexual Health Clinic,Free Safer Sex Products,Condoms and Lubricant,,Sexual Health Clinics (NYC DOHMH),Clinical Facility,34-33 Junction Boulevard,,Queens,11372,40.75417138782,-73.872230692388,311,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,,,true,false,false,,<a href=http://www1.nyc.gov/site/doh/services/sexual-health-clinics.page>Visit this organization's website</a>,403,21,37500,4042887,4017290027,QN26
52682126,New Women Space,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Women's Center,"188 Woodpoint Road,#1A",,Brooklyn,11211,40.71632816937,-73.942037161902,4697335051,"New Women Space is a vibrant and affirming community-led event space centered on gender equity, creative expression and celebration of identity.Our mission is to build strong relationships, create economic opportunity and inspire possibility for women, femme, queer, transgender and gender nonconforming individuals in an accessible, supportive, safer space. As a sex positive organization, we encourage safe sex practices. <br><br>These free safer sex products are supplied by the NYC Condom Availa",19000101000000.000000000,19000101000000.000000000,,12:00 PM - 6:00 PM,12:00 PM - 6:00 PM,12:00 PM - 6:00 PM,12:00 PM - 6:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,true,true,true,,,301,34,47700,3398004,3028837502,BK90
52682141,NYC H+H Gouverneur Health,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"227 Madison Street,3rd Floor: Pediatrics",,Manhattan,10002,40.712776777575,-73.988417431834,(212) 2387255,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 5:00 PM,8:00 AM - 8:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,true,true,true,,<a href=http://www.nyc.gov/html/hhc/gouverneur/html/home/home.shtml>Visit this organization's website</a>,103,1,600,1003224,1002700032,MN28
52681955,Corona Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,94-14 37 Avenue,,Queens,11372,40.750938829182,-73.872926279465,,You can find free safer sex products inside a dispenser located in the back near the restroom of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,true,false,false,,,403,21,27300,4036536,4014820011,QN28
52681992,EL Duque Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,101 East 169 Street,,Bronx,10452,40.837043975748,-73.917552095885,347-586-7695,You can find free safer sex products inside a dispenser located in the front near the entrance of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,true,false,false,,,204,16,22102,2008034,2028390039,BX63
52681894,Blind Tiger,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,281 Bleecker Street,,Manhattan,10014,40.731779337195,-74.003308706172,718-457-1934,You can find free safer sex products inside a fishbowl located to the left of the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,true,true,true,,,102,3,6700,1010152,1005900049,MN23
52682043,Hombres Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,85-28 37 Avenue,,Queens,11372,40.750061127881,-73.881192989618,347-693-3050,You can find free safer sex products inside a dispenser located downstairs near restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,true,false,true,,,403,21,27900,4036240,4014730001,QN28
52682007,Fort Washington Church,Free Safer Sex Products,Condoms and Lubricant,,Faith-Based Organization,Christian Organization,729 West 181 Street,,Manhattan,10033,40.850684171683,-73.937498900103,,You can find free safer sex products inside a fishbowl located in the office of the Faith Based Organization. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,false,false,false,,,112,10,27300,1064384,1021800001,MN35
52682074,La Ruana Paisa Restaurant & Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,92-03 37 Avenue,,Queens,11372,40.750743332735,-73.874861195987,212-568-4014,You can find free safer sex products inside a dispenser located near the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 1:00 AM,10:00 AM - 1:00 AM,10:00 AM - 11:00 PM,true,false,false,,,403,25,27500,4036100,4014660039,QN28
52682115,Montefiore/Intermediate School 98 Herman Ridder,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,"1619 Boston Road,106A",,Bronx,10460,40.835893249223,-73.890456835218,718-328-8501,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,8:00 AM - 3:30 PM,8:00 AM - 3:30 PM,8:00 AM - 3:30 PM,8:00 AM - 3:30 PM,8:00 AM - 3:30 PM,,,true,true,true,,,203,17,15500,2009867,2029390093,BX75
52682067,Kingsbrook Jewish Medical Center,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"585 Schenectady Avenue,DMRI building/3rd fl/room 326A",,Brooklyn,11203,40.659314921706,-73.934110682154,718-363-6911,They continue to be free to the public as needed. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,8:00 AM - 4:30 PM,,,true,true,true,,,309,41,87800,3327565,3046020005,BK60
52681995,Evolve,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,221 East 58 Street,,Manhattan,10022,40.76062188574,-73.966310164656,,You can find free safer sex products inside a fishbowl located on the bar of the Night Club. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,4:00 PM - 4:00 AM,7:00 PM - 4:00 AM,4:00 PM - 4:00 AM,7:00 PM - 4:00 AM,4:00 PM - 4:00 AM,10:00 PM - 4:00 AM,10:00 PM - 4:00 AM,true,false,true,,,106,4,10800,1038625,1013320012,MN19
52682029,HASA Center #41 Grand Concourse,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,1790 Grand Concourse,,Bronx,10457,40.846709942455,-73.908959375582,,You can find free safer sex products inside a dispenser located in the waiting room of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,205,15,22901,2094521,2027950014,BX41
52681858,Addiction NYC,Free Safer Sex Products,Condoms and Lubricant,,Business,Tattoo Parlor,18 St Marks Place,,Manhattan,10003,40.729080737388,-73.988836727634,212-222-3882,You can find free safer sex products inside a fishbowl located on the counter of the Tattoo Parlor. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,12:00 PM - 3:00 AM,12:00 PM - 3:00 AM,,true,false,false,,,103,2,3800,1006668,1004630018,MN22
52681886,Barrow's Pub,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,463 Hudson Street,,Manhattan,10014,40.731499225499,-74.00666068247,,You can find free safer sex products inside a fishbowl located on countertop near ATM of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,true,false,false,,,102,3,6900,1078101,1006030062,MN23
52681920,Brownsville Multi-Service Family Health Center @  Ashford,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"650 Ashford Street,N/A",,Brooklyn,11207,40.665735392548,-73.883045138836,(718) 345-5000,"Beyond free safer sex products, BMS FAMILY HEALTH & WELLNESS CENTERSoffer a wide variety of services such as Primary Care, Dental GYN, Physical Therapy, Social Services, Podiatry and more. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.",19000101000000.000000000,19000101000000.000000000,8:30 AM - 8:00 PM,8:30 AM - 4:30 PM,8:30 AM - 8:00 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,,true,true,true,,<a href=www.bmsfhc.wix.com/bms-family-health>Visit this organization's website</a>,305,42,112200,3096963,3043110007,BK85
52681929,Center for Child Health and Resiliency-Montefiore,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,890 Prospect Avenue,,Bronx,10459,40.820812345705,-73.901136594074,718-991-0605,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,9:00 AM - 12:00 PM,,,true,true,true,,,202,17,12901,2113129,2026907502,BX33
52681949,Community Healthcare Network - East New York Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,999 Blake Avenue,,Brooklyn,11208,40.669831622238,-73.881365289742,(718) 277-8303,You can find free safer sex products inside a dispenser located in the hallway of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,9:00 AM - 5:00 PM,9:00 AM - 6:00 PM,9:00 AM - 5:00 PM,9:00 AM - 6:00 PM,9:00 AM - 5:00 PM,9:00 AM - 4:00 PM,,true,false,false,,<a href=http://www.chnnyc.org/our-locations/dr-betty-shabazz-health-center>Visit this organization's website</a>,305,42,116400,3089807,3040510001,BK82
52682024,Harlem Nights Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,2361 Adam Clayton Powell Jr Boulevard,,Manhattan,0,0,0,,You can find free safer sex products inside a fishbowl located on the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,,,,,1,
52681921,Brownsville Multi-Service Family Health Center @ Main,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"592 Rockaway Avenue,1",,Brooklyn,11212,40.665512450171,-73.909679844374,(718) 345-5000,"BMS Family Health & Wellness Centers has a wide verity of Services such as Primary care, Pediatrics, Dental, GYN, and some specialty Services. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.",19000101000000.000000000,19000101000000.000000000,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 4:30 PM,10:30 AM - 2:30 PM,true,true,true,,<a href=http://bmsfhc.org/locations.html>Visit this organization's website</a>,316,41,92400,3081790,3035600026,BK81
52682104,Mickey Spillane's,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,350 West 49 Street,,Manhattan,10019,40.762253845515,-73.988004492228,718-684-3843,"You can find free safer sex products inside a fishbowl located beside the bar, under coffee machine of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.",19000101000000.000000000,19000101000000.000000000,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 2:00 AM,true,false,true,,,104,3,12700,1025163,1010390061,MN15
52681863,Alejandro's Tapas Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,38-01 69 Street,,Queens,11377,40.746894708033,-73.896425072745,212-505-3733,You can find free safer sex products inside a Fishbowl located on the right side of the entrance of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 2:00 AM,true,false,false,,,402,26,26300,4029698,4012820008,QN63
